Ulasan,Rating,text_clean_preprocessed,label_sentiment
"barang di kirim salah kirim warna sudah dikembalikan uang 50 rb , selanjutnya setelah di check barang ternyata itu yang dikirim Redmi Note 4 bukan Redmi Note 4X
harusnya CPU Helio X20 Deca Core 2.1GHz ternyata yang dikirim Qualcom Snapdragon 625 Octa Core Max 2.0 GHz
jadi ???? kadung deh mau di refund juga .... repoooooot",1,barang kirim salah kirim warna kembali uang 50 rb check barang kirim redmi note 4 redmi note 4x cpu hio x20 deca core 21ghz kirim qualcom snapdragon 625 octa core max 20 ghz kadung deh refund repoooooot,2
Barang sesuai dengan pesanan,1,barang sesuai pesan,1
Ya yg hitam suara pecah.,2,ya hitam suara pecah,2
"barang sangat amat jelek, batre ga bagus  hp ga bisa berfungsi dengan baik padahal baru dibeli.",1,barang jelek batre bagus hp fungsi beli,0
"Tampilan layar buram gan,jauh beda dengan yang original.",1,tampil layar buram gan beda original,1
"Pengiriman cepat sih, cuman pertama kali di cas batere ga gerak. Ywdh buat ganjal lemari es sajah...",1,kirim cepat sih cuman kali cas batere gerak ywdh ganjal lemari es sajah,1
Casanya masa beda terus meletuk lgi -_- bikin listrik turun,2,casanya beda letuk lgi  bikin listrik turun,2
"Barangnya tidak sesuai harapan,,payah!!!",1,barang sesuai harap payah,1
Ukuran tidak sesuai dengan hp nya,2,ukur sesuai hp nya,1
Barang mau saya refund karena di hp saya gak cukup.. eh malah gak di jawab seller alamat lengkap di komplain,1,barang refund hp eh seller alamat lengkap komplain,0
"Kaitan tempat HP  gagangnya gak klik, agak ngeri untuk di jalan bisa lepas..",2,kait hp gagang klik ngeri jalan lepas,2
"Buat naoroh hpnya agak kecil..  Padahal sudah pesen yang besar malah di kasih yang segini... 

Rada kecewa sama pelayanannya",2,naoroh hpnya sen kasih gin rada kecewa layan,2
"pengaitnya patah 1, di cari di dalem box ga adaa patahannya, berarti murni dari seller, kacau harganya lumayan tp sia sia beli, anggep aja sedekah dah ama sellernya, ga berkah",1,kait patah 1 cari dalem box adaa patah murni seller kacau harga lumayan sia sia beli anggep sedekah dah ama sellernya berkah,1
"harus di powerglue, cuma nyantol doang gak ngehold....",2,powerglue nyantol doang ngehold,2
nii kok ga bisaa yaa di pasang di spion motor matic kak. lubang nya kecil kurang gede buat di spion.,2,nii bisaa yaa pasang spion motor matic kak lubang nya gede spion,0
"tidak muat di pasang di spion Honda beat pop, gampang di copot bukan anti copet",2,muat pasang spion honda beat pop gampang copot anti copet,2
Order 2pcs...yg satu mati total...ga bisa hidup...,1,order 2pcs mati total hidup,2
Lama pengirimannya ð©,1,kirim ,0
"Macet, suara nya pecah, g enak di dengar",1,macet suara nya pecah enak dengar,1
Mengecewakan...........,1,kecewa,2
Sangat buruk pdahal disitu pengirimanya sehari nyampenya seminggu,1,buruk pdahal situ pengirimanya hari nyampenya minggu,2
"Dipenyeki  lagi boss micnya.. yang penting bisa bunyi. ini kali ke 2 saya order. kecewa2, tau tunggu yang pertama dtg dolo .",1,penyek boss micnya bunyi kali 2 order kecewa2 tau tunggu dtg dolo,0
"Barang yg di kirim tidak sesuai, di kirimnya barang yg hrga murah.. Tp okelah uang sisanya udah di kembalikan",1,barang kirim sesuai kirim barang hrga murah oke uang sisa udah kembali,1
"tolong setiap pengiriman di cek keberadaannya...
thanks",2,tolong kirim cek ada thanks,1
Barang yang dikirim brng rusak...,1,barang kirim brng rusak,2
"Barang kosong tp uang kembali kok, Thanks.. Hanya mungkin kedepan boleh ada interaksi sedikit sama konsumen sekedar menanyakan apa mau ganti barang atau tidak (kalo krn overload dgn pesanan lain jadi gak ada waktu konfirmasi ya itu mah resiko jualan).. Sekedar saran lho, thanks anyway gan",1,barang kosong uang thanks depan interaksi konsumen dar ganti barang kalo krn overload pesan konfirmasi ya mah resiko jual dar saran lho thanks anyway gan,1
Brg tidak tertulis jabra seperti gbr   beli putih  gold  diberi warna gold semua   brg krg bagus suaranya,2,barang tulis jabra gbr beli putih gold warna gold barang krg bagus suara,1
OTG aja bukan hitam tp emas..MINUS parah nih OS..Mana dikonek bkin HP MATI...,1,otg hitam emas minus parah nih os dikonek bkin hp mati,2
Pesen 4 barang yg nyampe 2.. Walopun di refund cash.. Tp harusnya ad konfirmasi dulu...,1,sen 4 barang nyampe 2 walopun refund cash ad konfirmasi,0
"Gak ad barang!!
Mohon diperbaiki pelayanannya.. HARGAI PEMBELI.. Jangan asal kirim pesanan kl barang gak ada  atau gak sesuai pesanan.. Nanya dulu sharusnya..masih mau gak",1,ad barang mohon baik layan harga beli kirim pesan kl barang sesuai pesan nanya sharusnya,1
Gunting kuku krg tajam jepitan uban jg,2,gunting kuku krg tajam jepit uban,0
Coil brush nya blm dikirim,1,coil brush nya blm kirim,0
barang prosuknya cacat atau memiliki retakan,2,barang prosuknya cacat milik reta,2
Ksh 2 ya krn merekny beda sama keterangan,2,ksh 2 ya krn merekny beda terang,0
"Kualitas brg ga ada masalah. Tp ini kan karakter ya. Sedih, kan yg dimau krn strawberrynya.. Krn kirimnya beda, jadi harus cari lagi.. mungkin yg penting dibayar atau semoga saya salah. Tapi tidak menutup kemungkinan kedepannya lebih baik ya... semoga cek dan ricek order yg masuk sebagaimana yg dikirim. Agar berkah utk penjual maupun pembeli.. amin.",2,kualitas barang karakter ya sedih mau krn strawberrynya krn kirim beda cari bayar moga salah tutup depan ya moga cek ricek order masuk kirim berkah utk jual beli amin,2
"Segel da kbuka, dicek kurang gel nya kagak ada yaaak",1,segel da kbuka cek gel nya yaaak,0
barang yg dikirim tidak sesuai pesanan  gambar. padahal udah tanya mana yg rady  sudah pesan sesuai yg tertera. tapi dikasihnya asal aja,2,barang kirim sesuai pesan gambar udah rady pesan sesuai tera kasih,1
ngga mirip sama foto. cuma warna kuning polos semua. kecewa..,2,ngga foto warna kuning polos kecewa,2
Saya salah beli.... jadi ngga bisa kasih bintang 5.... jadi ngga terpakai Barang nya,1,salah beli ngga kasih bintang 5 ngga pakai barang nya,2
Kecewa bgt. Barang yg dtg bukan yg seharusnya. Saya udah konfirmasi dari brg dtg (hari kamis) tapi diabaikan. Setelah 2 hari  setelah saya mengeluh kenapa chat saya diabaikan baru jwb disuruh kirim balik aja brg yg salah nanti brg yg saya beli dikirim ulang. PLISSSSSS deh kemana aja dr 2 hari yg lalu. Saya mau brg saya dtg plg lambat tgl 2 sep 2018. Masalah brg yg salah saya ngak mau tgg ongkirnya. Terserah mau gimana cr nya. Saya tunggu sampai tgl 2 kalo ngak brg ini jd milik saya. Toh dri depok ke jagakarsa ngak jauh. Bisa pakai gojek.,1,kecewa banget barang dtg udah konfirmasi barang dtg kamis abai 2 keluh chat abai jwb suruh kirim barang salah barang beli kirim ulang plissssss deh mana 2 barang dtg plg lambat tgl 2 sep 2018 barang salah ngak tgg ongkirnya serah gimana cr nya tunggu tgl 2 kalo ngak barang milik dri depok jagakarsa ngak pakai gojek,2
Direfund cash &amp; sdh diterima.,2,direfund cash amp sdh terima,0
Tidak dikirim barangnya. walaupun sudah dikasih penggantian uang tapi customer kecewa karena tidak ada info sebelumnya.,1,kirim barang kasih ganti uang customer kecewa info,2
Barang sesuai sih. Tapi pas dinyalain alarmnya langsung idup. Batre jg dapet yg udah low. Bahan ringkih. Alhasil cuman jd gantungan kunci biasa. Ya harga segitu ga bisa ngarep lebih lah.,2,barang sesuai sih pas dinyalain alarm langsung idup batre dapet udah low bahan ringkih alhasil cuman gantung kunci ya harga segitu ngarep,1
kok yang 2 biji batreinya dah habis,2,2 biji batreinya dah habis,0
ini pesanannya kok dikirim model lain ga sesuai gambar,2,pesan kirim model sesuai gambar,1
Knp brng yg di ft sm yg dikirim beda..,2,knp brng ft kirim beda,0
Pesen 4 barang yg nyampe 2.. Walopun di refund cash.. Tp harusnya ad konfirmasi dulu...,1,sen 4 barang nyampe 2 walopun refund cash ad konfirmasi,0
Barang sampai dalam keadaan basah. Dus seperti terendam banjir.,1,barang basah dus rendam banjir,2
"Sesuai pesanan, kirain pake cas, salah lihat. Kalau yg cas selisih dikit saja",2,sesuai pesan kirain pake cas salah lihat cas selisih dikit,2
"barangnya bagus, cm brg yg dtg tdk sesuai permintaan. saya pesen 15 darkbrow. dtgnya 8dark brown + 7 abu.",2,barang bagus cm barang dtg sesuai minta sen 15 darkbrow dtgnya 8dark brown 7 abu,1
"Pesan no 01  06, yang dikirim malah no 02, 03, 04.. padahal sudah ditulis kosong = cancel..",1,pesan 01 06 kirim 02 03 04 tulis kosong cancel,2
"Sangat kecewa, saya udah tanya&#34; readynya barang dari malam tgl 2,  saya order subuh 04.55 tangl 3. bukannya dikirim pagi atau sore ditgl 3. malah di undur terus pengiriman dan selalu beralasan, saya BEBERAPA KALI MINTA CANCEL DAN SERIBU ALASAN JUGA.
saya kaya gini karena butuh cepan converter hdmi nya.  3 BARANG LAINNYA. terpaksa saya order ditoko kota saya. jd yg paket ini ngak kepake. percuma, karena presentasi saya senin td pagi.
saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl 3 sore. karena jnt minggu tetap buka.
 TAUnya DIKIRIM TGL 5 siang,  baru sampe sekarang, buang buang uang.  disruh cancel otomatis  dicancel pun alasannya bayak.",1,kecewa udah 34 readynya barang malam tgl 2 order subuh 0455 tangl 3 kirim pagi sore ditgl 3 undur kirim alas kali cancel ribu alas kaya gin butuh cepan converter hdmi nya 3 barang paksa order toko kota paket ngak kepake presentasi senin td pagi order toko hitung sabtu minggu sampe kirim tgl 3 sore jnt minggu buka tau kirim tgl 5 siang sampe buang buang uang disruh cancel otomatis dicancel alas bayak,2
Sangat kecewa  menyesal,1,kecewa sesal,2
Speaker retak dipojok bawah,1,speaker retak pojok,0
"Barang tidak ada...
Uang dikembalikan tidak sesuai yang dibayarkan... Plus Ongkir tetap tidak berubah padahal volume  berat justru ada dibarang yang ditolak.... 
SANGAT MENGECEWAKAN
TIDAK DAPAT DIREKOMENDASIKAN",1,barang uang kembali sesuai bayar plus ongkir ubah volume berat barang tolak kecewa rekomendasi,2
Produk tidak di kirim ga bisa kasih ulasan dong,1,produk kirim kasih ulas,0
Sekali pakai langsung patah...gagang tidak kuat...,1,pakai langsung patah gagang kuat,1
Payah&#39;.................................,1,payah 39,0
Dus nya nya ancur  ketika pengiruman kaya nya cuman asal kirim,2,dus nya nya ancur pengiruman kaya nya cuman kirim,1
"cuman nyala sebelah......,,,",1,cuman nyala belah,0
sama yang di gambar tpi headset mati sebelah,2,gambar tpi headset mati belah,2
"Isi dalam nya ada sebagian Karatan walaupun di segel,,",2,isi nya karat segel,0
Mohon di-update jika stock tidak ada...barang tidak jadi dikirim,1,mohon diupdate stock barang kirim,1
"Barang tidak masalah, namun yang saya sesalkan adalah, seller kurang informatif. Stock kurang, harusnya diinfolak dahulu, bukan langsung dikirim. Ini malah dikirim tanpa pemberitahuan. Jadi saya haru smencari lagi kekurangan barangnya. Bad service",1,barang sesal seller informatif stock diinfolak langsung kirim kirim pemberitahuan haru smencari kurang barang bad service,2
"Produknya ternyata kosong,tp gpp lah.. Uangnya di refund...",1,produk kosong gpp uang refund,0
kualitas nya kurang bagus,1,kualitas nya bagus,1
"Lapak yang paling mengecewakan,  karena tidak mengirim barang dengan sesuai, hanya Mengirimkan tripod  holder sementara penyambung nya tidak di kirimkan.
Akhirnya barang menjadi tidak berguna",1,lapak kecewa kirim barang sesuai kirim tripod holder sambung nya kirim barang guna,0
"Barang Sesuai dg Psn an, tp knapa kg da Dus nya hanya_cuma plastik.",2,barang sesuai dg psn knapa kg da dus nya hanya cuma plastik,1
Barang pecah atau retak tdk mulus,2,barang pecah retak mulus,2
Kenapa barang ini gada ya,1,barang gada ya,0
Sudah memilih 3 pilihan warna.. tapi warna yg di pilih sama sekali tidak dinkirim,2,pilih 3 pilih warna warna pilih dinkirim,0
"Saya pesan 10 biji dengan berbagai warna merah, biru tua, hijau malah dikirim warna lain hitam semuanya. Parah",2,pesan 10 biji warna merah biru tua hijau kirim warna hitam parah,2
PARAH GAK SESUAI GAMBAR HITAM YG DIKIRIM WARNA ORANGE BRENGSEK,1,parah sesuai gambar hitam kirim warna orange brengsek,2
"Banyak yang ga lengket...., produk kurang bagus.",2,lengket produk bagus,1
Ga nempel sama sekali.........,2,nempel,0
"barangnya cacat, apa tidak diperiksa dulu?",2,barang cacat periksa,2
warna nya ga sesuaii dengan yg saya ingin kan,2,warna nya sesuai,1
Earphone nya sih dateng tapi ngga sama kabelnya sebelum di packing di cek dulu ya terima kasih ehe,1,earphone nya sih dateng ngga kabel packing cek ya terima kasih ehe,0
ga da suaranya parah bgt pengirimannya ga sesuai dgn ekstimasi,1,da suara parah banget kirim sesuai ekstimasi,2
Produk tidak berfungsi,1,produk fungsi,0
Barang tidak bisa di pakai. Kecewaa,1,barang pakai kecewaa,0
Barang rusak tdk ada suara padahal sdh konek. Malas komplain krn beli dgn barang lain,1,barang rusak suara sdh konek malas komplain krn beli barang,2
Brg nya yg 1 bs di pake n yg 2 gk bs di pakai.,2,barang nya 1 bs pake n 2 bs pakai,0
"Saya Memakai jasa JNE YES dari tanggal 6 Februari 2019 sampai tanggal 9 Februari... Sama seperti lamanya pengiriman yang biaya lebih murah...
Saya Kecewa",1,pakai jasa jne yes tanggal 6 februari 2019 tanggal 9 februari kirim biaya murah kecewa,2
"Maaf agak kecewa, barang tidak sesuai deskripsi tidak bisa untuk telpon",2,maaf kecewa barang sesuai deskripsi telpon,0
"Tidak bisa digunakan, di charge 1x langsung gabisa dipake lagi.. Ditawarin sama toko pengembalian produk  diganti yang baru dengan syarat ongkir ditanggung pembeli :(.. Saya minta refund pun, mereka minta barang rusaknya dikirim kembali, dan saya harus bayar ongkir.. Capede... Drpd jual brg ga berkualitas, mendingan evaluasi dulu deh biar pelanggan puas dengan kualitas produk anda",2,charge 1x langsung gabisa dipake ditawarin toko kembali produk ganti syarat ongkir tanggung beli refund barang rusak kirim bayar ongkir capede drpd jual barang kualitas mending evaluasi deh biar langgan puas kualitas produk,2
"Barang tidak ada dikembalikan uang,,,",1,barang kembali uang,2
Barang rusak tidak bisa dipakai,2,barang rusak pakai,2
Beli 3 gbs dpke semua parah,1,beli 3 gbs dpke parah,2
"Barang rusak 1, penjual juga ga respon",1,barang rusak 1 jual respon,2
Earphone tidak berfungsi sudah di cash,1,earphone fungsi cash,0
"Headset bluetoothny Koneck k Handphone,tpi gx ada bunyinya.Tlg ksih Pencerahannya Gan WA 085367043379",2,headset bluetoothny koneck k handphone tpi gx bunyinyatlg ksih cerah gan wa 085367043379,1
"Padahal udh beli lebih dari 2 malah kirim 2....
Aduuh",2,beli 2 kirim 2 aduuh,0
Masa saya nunggu seminggu baru barang nya datang,1,nunggu minggu barang nya,0
Barang Tidak bisa di cas.  Untuk suara standar aja.,1,barang cas suara standar,0
Barang tidak bisa di charge... Lumayan kecewa...,2,barang charge lumayan kecewa,2
Cacat produk nya gak bisa nyala padahal baru beli,1,cacat produk nya nyala beli,2
bagus   baterai nya cpt habis tapi gk papa,2,bagus baterai nya cpt habis papa,1
Baterai gampang habis padahal sudah dicas full,2,baterai gampang habis cas full,0
Tidak bisa pake nelpon..berdengung suara mic nya,1,pake nelpon dengung suara mic nya,0
Penjual respon lambat kalau ditanya tentang cara pakai.,1,jual respon lambat pakai,2
Sepertinya penjual tidak mengecek kondisi barang sebelum dikirim.barang yg saya terima tidak bisa dicas karena lubang cargernya gak pas dengan konektor,2,jual ecek kondisi barang dikirimbarang terima cas lubang cargernya pas konektor,0
"Maaf saya kecewa dengan barangnya, lubang chargernya geser jadi tidak bisa dipakai",1,maaf kecewa barang lubang chargernya geser pakai,2
Deskripsi tertulis ready warna HITAM  PUTIH. Tapi terlalu mistis hingga bisa muncul warna BIRU saat barang sampai ke tangan pembeli.,1,deskripsi tulis ready warna hitam putih mistis muncul warna biru barang tangan beli,1
Ud komplain ad yg rusak br bilang kebijakan toko kalau ongkir barang lama n barang pengganti d tanggung pembeli..,2,ud komplain ad rusak br bilang bijak toko ongkir barang n barang ganti tanggung beli,0
Di pake 1 kali doang langsung Bangkar.  Ga bisa di cas sia sia dah beli nya juga,2,pake 1 kali doang langsung bangkar cas sia sia dah beli nya,2
Barang setelah dipakai 2hari mati (rusak),2,barang pakai 2hari mati rusak,2
barang tdk sesuai pesanan..mo retur hrs kirim ongkos retur.,1,barang sesuai pesan mo retur hrs kirim ongkos retur,1
"Buat telpon tdk ada suaranya,  untuk musik suaranya kecil bgt",1,telpon suara musik suara banget,0
Suara nya rada pecah...,2,suara nya rada pecah,2
Produk rusak sama sekali,1,produk rusak,2
Charger Tidak berfungsi,2,charger fungsi,0
Pengemasan enggak bagus kardusnya penyet semua,2,emas bagus kardus penyet,1
"Barang diterima namun tidak berfungsi, dicharge pun tidak bisa",1,barang terima fungsi dicharge,0
ð§........................,1,,0
"Dear Handphone Tiam, Ah awalnya Saya udah senang  excited banget karena response cepat banget walaupun pengiriman agak lama, tapi packaging juga rapi banget dan pake bubble wrap, tapi Pas dicoba produk samasekali gak Nyala, Gue teken sampe berjam2 Gak Nyala juga, Gue charge Gak Nyala juga, awalnya Gue Masih Gak mau suudzon tapi ini cuma jadi sampah karena produk Gak bisa dipakai, Boro2 dipakai Wong hidup juga kagak. Lain Kali tolong make sure barangnya works ya , it&#39;s okay untungnya harga gak seberapa coba kalau sampe ratusan ribu dan buat pembeli kecewa ?. Asli Gue kecewa banget pas udah buka paket yg packagingnya super oke ini.",1,dear handphone tiam ah udah senang excited banget response cepat banget kirim packaging rapi banget pake bubble wrap pas coba produk samasekali nyala gue teken sampe berjam2 nyala gue charge nyala gue suudzon sampah produk pakai boro2 pakai hidup kali tolong make sure barang works ya 39 okay untung harga coba sampe ratus ribu beli kecewa asli gue kecewa banget pas udah buka paket packagingnya super oke,1
barang tidak sampai sma sekali,1,barang sma,0
Minta kirim hitam malah kirim putih padahal udah di ksih keterangan klo kosong di cancel....,2,kirim hitam kirim putih udah ksih terang klo kosong cancel,2
"Barang bagus, suara jernih. 
baru di pakai sekali, langsung mati total..
gimana ini..",1,barang bagus suara jernih pakai langsung mati total gimana,1
"Pesen 2 pcs yang satunya mati total, udah masuk pusat resolusi gaada solusi yang ada pembeli minta retur tapi ongkir PP ditanggung pembeli !

HAHA LUCU ! gausah jadi seller !!!",1,sen 2 pcs satu mati total udah masuk pusat resolusi gaada solusi beli retur ongkir pp tanggung beli haha lucu gausah seller,1
